source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1948TSN,1947,Big State League,,P10137,Gornicki,,0,Gainesville,,7,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00232,Graham,Aubrey A.,0,Greenville,144,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20189,Graham,,0,Greenville,,,,143,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01041,Gramley,Marvin A.,0,Gainesville,21,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21623,Gramley,,0,Gainesville,,,,,,,,,,,,16,
minoraverages/1948TSN,1947,Big State League,,P10503,Gramley,,0,Gainesville,,16,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00614,Green,William,0,Sherman-Denison,20,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21783,Green,,0,Sherman-Denison,,,,,,,,,,,,19,
minoraverages/1948TSN,1947,Big State League,,P10606,Green,,0,Sherman-Denison,,19,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00973,Griffin,James A.,0,Paris,155,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20206,Griffin,,0,Paris,,,,155,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21450,Grigg,,0,Sherman-Denison,,,,,,,,,,,50,,
minoraverages/1948TSN,1947,Big State League,,B00961,Grisham,Oscar G.,0,Wichita Falls,31,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21879,Grisham,,0,Wichita Falls,,,,,,,,,,,,31,
minoraverages/1948TSN,1947,Big State League,,P10441,Grisham,,0,Wichita Falls,,31,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01546,Hacker,Warren L.,0,Texarkana,32,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21695,Hacker,,0,Texarkana,,,,,,,,,,,,32,
minoraverages/1948TSN,1947,Big State League,,P10253,Hacker,,0,Texarkana,,32,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00999,Hamilton,Billy V.,0,Sherman-Denison,19,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20166,Hamilton,,0,Sherman-Denison,,,19,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00680,Harshany,Sam,0,Austin,106,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21427,Harshany,,0,Austin,,,,,,,,,,,92,,
minoraverages/1948TSN,1947,Big State League,,B01551,Hatley,Leo,0,Paris,27,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F22142,Hatley,,0,Paris,,,,,,,,,,,,24,
minoraverages/1948TSN,1947,Big State League,,P10432,Hatley,,0,Paris,,24,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B00528,Head,Woodie E.,0,Greenville,138,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20342,Head,,0,Greenville,,,,,134,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01489,Heinz,Robert J.,0,Waco,53,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21948,Heinz,,0,Waco,,,,,,,,,,,,33,
minoraverages/1948TSN,1947,Big State League,,P10591,Heinz,,0,Waco,,33,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,B01124,Hendrix,J. B.,0,Waco,110,,,,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F20298,Hendrix,,0,Waco,,,,15,,,,,,,,,
minoraverages/1948TSN,1947,Big State League,,F21163,Hendrix,,0,Waco,,,,,,,,,,18,,,
minoraverages/1948TSN,1947,Big State League,,F21528,Hendrix,,0,Waco,,,,,,,,,,,38,,
minoraverages/1948TSN,1947,Big State League,,F22099,Hendrix,J.,0,Waco,,,,,,,,,,,,22,
minoraverages/1948TSN,1947,Big State League,,P10361,Hendrix,,0,Waco,,22,,,,,,,,,,,
