ident,key,key.retro,key.brminors,name.last,name.first,name.given,birth.date
1949-AA:seerey,cw:b393a0e4,seerp101,seerey001jam,Seerey,Pat,James Patrick,19230317
1949-AA:sepkowski,cw:b9e4b4f7,sepkt101,sepkow001the,Sepkowski,Ted,Theodore Walter,19231109
1949-AA:sima,cw:87dc45a0,simaa101,sima--001alb,Sima,Al,Albert,19211007
1949-AA:skiff,cw:51d053c4,skifb101,skiff-002wil,Skiff,Bill,William Franklin,18951016
1949-AA:sloat,cw:843d0784,sloal101,sloat-001dwa,Sloat,Lefty,Dwain Clifford,19181201
1949-AA:stanceu,cw:6c482b33,stanc101,stance001cha,Stanceu,Charley,Charles,19160109
1949-AA:steiner,cw:398ce6c6,steib101,steine001ben,Steiner,Ben,Benjamin Saunders,19210728
1949-AA:stuart,cw:b1cb53da,stuam101,stuart001mar,Stuart,Marlin,Marlin Henry,19180808
1949-AA:studener,cw:f63c459d,,studen001les,Studener,Lester,Lester Ervin,19230621
1949-AA:tatum,cw:1deb4ad3,tatut101,tatum-001v--,Tatum,Tommy,V T,19190716
1949-AA:taylor,cw:5d472120,taylh101,taylor007jam,Taylor,Harry,James Harry,19190520
1949-AA:tipton,cw:803d7037,tipte101,tipton001eri,Tipton,Eric,Eric Gordon,19150420
1949-AA:toenes,cw:4104ea1a,toenh101,toenes001wil,Toenes,Hal,William Harrel,19171008
1949-AA:triner,cw:5921f632,,triner001tho,Triner,Tim,Thomas Augustus,19210818
1949-AA:turner,cw:83827204,turne101,turner001ear,Turner,Earl,Earl Edwin,19230506
1949-AA:valla,cw:d82122cb,,valla-002eug,Valla,Gene,Eugene Charles,19250903
1949-AA:wallaesa,cw:64101f4f,wallj102,wallae001joh,Wallaesa,Jack,John,19190831
1949-AA:walsh,cw:52e9c171,walsj107,walsh-004jam,Walsh,Junior,James Gerald,19190307
1949-AA:walters,cw:c10b1f15,waltf101,walter002fre,Walters,Fred,Fred James,19120904
1949-AA:weatherly,cw:238c580e,weatr101,weathe001cyr,Weatherly,Roy,Cyril Roy,19150225
1949-AA:welaj,cw:ec8b85d8,,welaj-001lou,Welaj,Louis,Louis F.,19210127
1949-AA:white,cw:23f096f4,whith101,white-001har,White,Hal,Harold George,19190318
1949-AA:wilkie,cw:09b2126f,wilkl101,wilkie001ald,Wilkie,Lefty,Aldon Jay,19141030
1949-AA:wilson-ind+stp,cw:8e744a39,wilsg103,wilson001gra,Wilson,Grady,Grady Herbert,19221123
1949-AA:wilson-kc,cw:c5a54b7e,wilsa103,wilson001arc,Wilson,Archie,Archibald Clifton,19231125
1949-AA:wilson-lou,cw:1eb3d49d,wilsg101,wilson010geo,Wilson,George,George Washington,19240831
1949-AA:witek,cw:5612f246,witem101,witek-001nic,Witek,Mickey,Nicholas Joseph,19151219
1949-AA:workman-kc,cw:55b3b233,workh101,workma001hen,Workman,Hank,Henry Kilgariff,19260205
1949-AA:workman-min,cw:e3e54886,workc101,workma001cha,Workman,Chuck,Charles Thomas,19150106
1949-AA:wright-col,cw:fab45e31,,wright002cla,Wright,Claude,Claude Watson,19160814
1949-AA:wright-lou,cw:567542f2,wrigt101,wright004tho,Wright,Tom,Thomas Everette,19230922
1949-AA:yochim,cw:d5bfa120,yochr101,yochim001ray,Yochim,Ray,Raymond Austin Aloysius,19220719
1949-AA:yvars,cw:dc5c18bd,yvars101,yvars-001sal,Yvars,Sal,Salvador Anthony,19240220
1949-ALSL:archipoli,cw:b75628ed,,archip001dan,Archipoli,Daniel,Daniel,
1949-ALSL:babston,cw:9acb3547,,babsto001fre,Babston,Fred,Fred R.,
1949-ALSL:bailey,cw:750332bd,,bailey001mar,Bailey,Marvin,Marvin L.,
1949-ALSL:bass,cw:2627afcd,,bass--001dan,Bass,Danny,Daniel,1929
1949-ALSL:beasley,cw:2ed2c2bd,,beasle002joh,Beasley,John,John Marion,
1949-ALSL:bechtold,cw:894af6bf,,bechto001wil,Bechtold,William,William J.,
1949-ALSL:black,cw:ce347230,,black-001jam,Black,Jimmy,James T.,
1949-ALSL:boldyga,cw:cc1c5ae6,,boldyg001jos,Boldyga,Joseph,Joseph J.,
1949-ALSL:breaux,cw:e1b0741f,,breaux001cli,Breaux,Clifton,Clifton A.,1931
1949-ALSL:bryers,cw:ce0f231c,,bryers001nei,Bryers,Neil,Neil F.,19271121
1949-ALSL:buchanan,cw:f88b732d,,buchan001and,Buchanan,Andrew,Andrew B.,1921
1949-ALSL:burns,cw:c40b73ba,,burns-009joh,Burns,John,John Warren,1926
1949-ALSL:burris,cw:f6842b1c,,burris001car,Burris,Carl,Carl Jackson,1927
1949-ALSL:byrd,cw:3d4eab54,,byrd--001jen,Byrd,Jay,Jennings Murray,19230101
1949-ALSL:byrne,cw:cbceb8be,,byrne-001gla,Byrne,Scotty,Gladin Scott,19260630
1949-ALSL:cagle,cw:d3e85e0f,,cagle-001lam,Cagle,Lamar,Lamar,1924
1949-ALSL:casella,cw:7b3110f3,,casell001roy,Casella,Roy,Roy Paul,
1949-ALSL:cash,cw:91b95403,,cash--001alf,Cash,Alfred,Alfred Jackson,1929
1949-ALSL:cavosie,cw:e40ff1d7,,cavosi001jos,Cavosie,Joe,Joseph James,1915
1949-ALSL:chadwick,cw:83a8fae3,,chadwi001doy,Chadwick,Doyle,Doyle Wayne,1931
1949-ALSL:chaillot,cw:03502406,,chaill001emi,Chaillot,Emile,Emile Lionel,19250927
1949-ALSL:clark,cw:ae675776,,clark-005rob,Clark,Robert,Robert Eugene,1929
1949-ALSL:cobb,cw:7fb1e5b3,,cobb--001nea,Cobb,Neal,Neal Cornelius,1925
1949-ALSL:collette,cw:5ea68114,,collet001lou,Collette,Lou,Louis Henry,1929
1949-ALSL:colley,cw:d13ecf88,,colley001jam,Colley,James,James Owen,
1949-ALSL:collins-bre,cw:290748b0,,collin001law,Collins,Lawrence,Lawrence,1927
1949-ALSL:collins-dot,cw:7075ff0a,,collin004wil,Collins,Billy,William Edward,1930
1949-ALSL:cooper,cw:ae10d600,,cooper004cha,Cooper,Charles,Charles Douglas,1930
1949-ALSL:copeland,cw:77c17091,,copela001dew,Copeland,Dewey,Dewey,
1949-ALSL:coppage,cw:8852e0c8,,coppag001don,Coppage,Donald,Donald Lee,1930
1949-ALSL:creswell,cw:b62631fc,,creswe001joh,Creswell,Jack,John Lester,1928
1949-ALSL:cuoco,cw:b7dfd6e2,,cuoco-001alb,Cuoco,Albert,Albert Joseph,1928
1949-ALSL:davis-and,cw:48f55c17,,davis-008cha,Davis,Charles,Charles E.,
1949-ALSL:davis-dot,cw:19982d36,,davis-003jos,Davis,Joe,Joe Lamar,19270702
1949-ALSL:davis-ent,cw:0fbbd31e,,davis-001coy,Davis,Coy,Coy Rayford,1930
1949-ALSL:davis-oza,cw:248e08e3,,davis-002spe,Davis,Spencer,Spencer P.,1926
1949-ALSL:deason,cw:485deb7c,,deason001pau,Deason,Paul,Paul T.,1931
1949-ALSL:decker,cw:1c8fd945,,decker001jos,Decker,Joseph,Joseph Walter,1929
1949-ALSL:derieux,cw:dfb8c0d6,,derieu001rob,DeRieux,Bob,Robert Pierre,19300223
1949-ALSL:dinicola,cw:bd64f82d,,dinico001joh,DiNicola,John,John,1926
1949-ALSL:dixon,cw:4ee0057a,,dixon-002jam,Dixon,James,James Lee,1929
1949-ALSL:dondajewski,cw:61a13433,,dondaj001edm,Dondajewski,Edmund,Edmund B.,
1949-ALSL:dossett,cw:22d53693,,dosset001mar,Dossett,Marvin,Marvin,
1949-ALSL:drew,cw:f7aa6baf,,drew--001ted,Drew,Ted,Ted,
1949-ALSL:drummer,cw:2798c3ed,,drumme001jam,Drummer,Jim,James Lowell,19310111
1949-ALSL:dunn,cw:f38ce68f,,dunn--001the,Dunn,Mason,Theodore Mason,
1949-ALSL:duvall,cw:f81495b3,,duvall001bry,Duvall,Bryan,Bryan Vance,1927
1949-ALSL:ellis,cw:a64f61b2,,ellis-001che,Ellis,Chester,Chester H.,1927
1949-ALSL:engle,cw:11f44e82,,engle-001rob,Engle,Robert,Robert H.,1921
1949-ALSL:enright,cw:67a7ff93,,enrigh001the,Enright,Theron,Theron W.,1928
1949-ALSL:erickson,cw:cfd40b2f,,ericks002don,Erickson,Don,Donald Edward,19290915
1949-ALSL:evanichko,cw:6c11075b,,evans-001jos,Evanichko,Joseph,Joseph,19290310
1949-ALSL:feher,cw:dc075db3,,feher-001mic,Feher,Michael,Michael N.,1925
1949-ALSL:ferguson,cw:6e5f1358,,fergus002don,Ferguson,Donald,Donald Ray,1930
1949-ALSL:fetner,cw:97185ce0,,fetner001cha,Fetner,Charles,Charles Edward,19270816
1949-ALSL:flinn,cw:560309a6,,flinn-001wal,Flinn,Walter,Walter L.,
1949-ALSL:foreman,cw:56cb2655,,forema001don,Foreman,Don,Donald Hobart,19300522
1949-ALSL:forrest,cw:fa121864,,forres002wil,Forrest,Billy Joe,William Joseph,19270713
1949-ALSL:fox,cw:12bade2d,,fox---005cha,Fox,Charles,Charles Richard,
1949-ALSL:frough,cw:df218d23,,froug-001mel,Froug,Melvin,Melvin Arnold,
1949-ALSL:futcher,cw:aa0c389a,,futche001joh,Futcher,John,John E.,
1949-ALSL:garber,cw:1249298d,garbb101,garber001rob,Garber,Bob,Robert Mitchell,19280910
1949-ALSL:gates,cw:56aefa9d,,gates-001tho,Gates,Tommy,Thomas Algie,19270803
