source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G,F_ALL_G
minoraverages/1947TSN,1946,East Texas League,jones.j,P10429,Jones,James,1,Texarkana,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.j,P10429,Jones,James,2,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jones.j,P10429,Jones,James,T,,,14,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,jordan,B02516,Jordan,James,0,Henderson,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,joyce,B02780,Joyce,Hector,0,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kaiser,B00450,Kaiser,Albert,0,Paris,108,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kaiser,F21101,Kaiser,,0,Paris,,,,,,,,41,,,,,
minoraverages/1947TSN,1946,East Texas League,kaiser,F21196,Kaiser,,0,Paris,,,,,,,,,,63,,,
minoraverages/1947TSN,1946,East Texas League,kappell,B01216,Kappelle,Thomas,0,Lufkin,26,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kappell,F21241,Kappelle,,0,Lufkin,,,,,,,,,,26,,,
minoraverages/1947TSN,1946,East Texas League,karoe,B02121,Karoe,Joe,0,Paris,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kasparek,B01926,Kasparek,Al,0,Sherman,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kasparek,P10407,Kasparek,Al,0,Sherman,,8,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,keith,B01242,Keith,James,0,Tyler,17,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kennedy,B00760,Kennedy,Donald,0,Lufkin,12,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kennedy,P10534,Kennedy,Donald,0,Lufkin,,12,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kirby,B00210,Kirby,James,0,Tyler,128,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kirby,F21324,Kirby,,0,Tyler,,,,,,,,,124,,,,
minoraverages/1947TSN,1946,East Texas League,knox,B00726,Knox,Muriel,0,Paris,16,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,knox,F21125,Knox,,0,Paris,,,,,,,,15,,,,,
minoraverages/1947TSN,1946,East Texas League,kracher,B00101,Kracher,Joseph,0,Texarkana,122,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kracher,F20792,Kracher,,0,Texarkana,,,,,,,,,,,116,,
minoraverages/1947TSN,1946,East Texas League,kramer,B01489,Kramer,Norman,0,Paris,11,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kramer,P10441,Kramer,Norman,0,Paris,,10,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kushan,B02097,Kushan,John,0,Paris,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kuver,B01706,Kuver,Oscar,0,Paris,13,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,kuver,P10780,Kuver,Oscar,0,Paris,,13,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,langston,B02687,Langston,Don,0,Lufkin,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lawson,B01477,Lawson,Elwood (Jake),0,Henderson,14,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lawson,P10569,Lawson,Elwood (Jake),0,Henderson,,9,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,leedy,B01722,Leedy,Alvin,0,Sherman,42,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,leedy,P10527,Leedy,Alvin,0,Sherman,,40,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lenn,B02550,Lenn,Ed,0,Henderson,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lester,B02228,Lester,Joe,0,Texarkana,,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,locke,B01156,Locke,Howard,0,Lufkin,29,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,locke,F20560,Locke,,0,Lufkin,,,,,,13,,,,,,,
minoraverages/1947TSN,1946,East Texas League,locke,F21084,Locke,,0,Lufkin,,,,,,,,14,,,,,
minoraverages/1947TSN,1946,East Texas League,long,B00278,Long,Lloyd,0,Jacksonville,139,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,long,F21343,Long,,0,Jacksonville,,,,,,,,,139,,,,
minoraverages/1947TSN,1946,East Texas League,lucas,B01007,Lucas,Ray,0,Lufkin,108,,,,,,,,,,,,
minoraverages/1947TSN,1946,East Texas League,lucas,F20661,Lucas,,0,Lufkin,,,,,13,,,,,,,,
