league.year,league.name,entry.name,team.key
1980,American League,Chicago,CHA
1980,American League,Cleveland,CLE
1980,American League,Detroit,DET
1980,American League,Kansas City,KCA
1980,American League,Milwaukee,MIL
1980,American League,Minnesota,MIN
1980,American League,New York,NYA
1980,American League,Oakland,OAK
1980,American League,Seattle,SEA
1980,American League,Texas,TEX
1980,American League,Toronto,TOR
1980,National League,Atlanta,ATL
1980,National League,Chicago,CHN
1980,National League,Cincinnati,CIN
1980,National League,Houston,HOU
1980,National League,Los Angeles,LAN
1980,National League,Montreal,MON
1980,National League,New York,NYN
1980,National League,Philadelphia,PHI
1980,National League,Pittsburgh,PIT
1980,National League,San Diego,SDN
1980,National League,San Francisco,SFN
1980,National League,St. Louis,SLN
1981,American League,Baltimore,BAL
1981,American League,Boston,BOS
1981,American League,California,CAL
1981,American League,Chicago,CHA
1981,American League,Cleveland,CLE
1981,American League,Detroit,DET
1981,American League,Kansas City,KCA
1981,American League,Milwaukee,MIL
1981,American League,Minnesota,MIN
1981,American League,New York,NYA
1981,American League,Oakland,OAK
1981,American League,Seattle,SEA
1981,American League,Texas,TEX
1981,American League,Toronto,TOR
1981,National League,Atlanta,ATL
1981,National League,Chicago,CHN
1981,National League,Cincinnati,CIN
1981,National League,Houston,HOU
1981,National League,Los Angeles,LAN
1981,National League,Montreal,MON
1981,National League,New York,NYN
1981,National League,Philadelphia,PHI
1981,National League,Pittsburgh,PIT
1981,National League,San Diego,SDN
1981,National League,San Francisco,SFN
1981,National League,St. Louis,SLN
1982,American League,Baltimore,BAL
1982,American League,Boston,BOS
1982,American League,California,CAL
1982,American League,Chicago,CHA
1982,American League,Cleveland,CLE
1982,American League,Detroit,DET
1982,American League,Kansas City,KCA
1982,American League,Milwaukee,MIL
1982,American League,Minnesota,MIN
1982,American League,New York,NYA
1982,American League,Oakland,OAK
1982,American League,Seattle,SEA
1982,American League,Texas,TEX
1982,American League,Toronto,TOR
1982,National League,Atlanta,ATL
1982,National League,Chicago,CHN
1982,National League,Cincinnati,CIN
1982,National League,Houston,HOU
1982,National League,Los Angeles,LAN
1982,National League,Montreal,MON
1982,National League,New York,NYN
1982,National League,Philadelphia,PHI
1982,National League,Pittsburgh,PIT
1982,National League,San Diego,SDN
1982,National League,San Francisco,SFN
1982,National League,St. Louis,SLN
1983,American League,Baltimore,BAL
1983,American League,Boston,BOS
1983,American League,California,CAL
1983,American League,Chicago,CHA
1983,American League,Cleveland,CLE
1983,American League,Detroit,DET
1983,American League,Kansas City,KCA
1983,American League,Milwaukee,MIL
1983,American League,Minnesota,MIN
1983,American League,New York,NYA
1983,American League,Oakland,OAK
1983,American League,Seattle,SEA
1983,American League,Texas,TEX
1983,American League,Toronto,TOR
1983,National League,Atlanta,ATL
1983,National League,Chicago,CHN
1983,National League,Cincinnati,CIN
1983,National League,Houston,HOU
1983,National League,Los Angeles,LAN
1983,National League,Montreal,MON
1983,National League,New York,NYN
1983,National League,Philadelphia,PHI
1983,National League,Pittsburgh,PIT
1983,National League,San Diego,SDN
1983,National League,San Francisco,SFN
1983,National League,St. Louis,SLN
1984,American League,Baltimore,BAL
1984,American League,Boston,BOS
1984,American League,California,CAL
1984,American League,Chicago,CHA
1984,American League,Cleveland,CLE
1984,American League,Detroit,DET
1984,American League,Kansas City,KCA
1984,American League,Milwaukee,MIL
1984,American League,Minnesota,MIN
1984,American League,New York,NYA
1984,American League,Oakland,OAK
1984,American League,Seattle,SEA
1984,American League,Texas,TEX
1984,American League,Toronto,TOR
1984,National League,Atlanta,ATL
1984,National League,Chicago,CHN
1984,National League,Cincinnati,CIN
1984,National League,Houston,HOU
1984,National League,Los Angeles,LAN
1984,National League,Montreal,MON
1984,National League,New York,NYN
1984,National League,Philadelphia,PHI
1984,National League,Pittsburgh,PIT
1984,National League,San Diego,SDN
1984,National League,San Francisco,SFN
1984,National League,St. Louis,SLN
1985,American League,Baltimore,BAL
1985,American League,Boston,BOS
1985,American League,California,CAL
1985,American League,Chicago,CHA
1985,American League,Cleveland,CLE
1985,American League,Detroit,DET
1985,American League,Kansas City,KCA
1985,American League,Milwaukee,MIL
1985,American League,Minnesota,MIN
1985,American League,New York,NYA
1985,American League,Oakland,OAK
1985,American League,Seattle,SEA
1985,American League,Texas,TEX
1985,American League,Toronto,TOR
1985,National League,Atlanta,ATL
1985,National League,Chicago,CHN
1985,National League,Cincinnati,CIN
1985,National League,Houston,HOU
1985,National League,Los Angeles,LAN
1985,National League,Montreal,MON
1985,National League,New York,NYN
1985,National League,Philadelphia,PHI
1985,National League,Pittsburgh,PIT
1985,National League,San Diego,SDN
1985,National League,San Francisco,SFN
1985,National League,St. Louis,SLN
1986,American League,Baltimore,BAL
1986,American League,Boston,BOS
1986,American League,California,CAL
1986,American League,Chicago,CHA
1986,American League,Cleveland,CLE
1986,American League,Detroit,DET
1986,American League,Kansas City,KCA
1986,American League,Milwaukee,MIL
1986,American League,Minnesota,MIN
1986,American League,New York,NYA
1986,American League,Oakland,OAK
1986,American League,Seattle,SEA
1986,American League,Texas,TEX
1986,American League,Toronto,TOR
1986,National League,Atlanta,ATL
1986,National League,Chicago,CHN
1986,National League,Cincinnati,CIN
1986,National League,Houston,HOU
1986,National League,Los Angeles,LAN
1986,National League,Montreal,MON
1986,National League,New York,NYN
1986,National League,Philadelphia,PHI
1986,National League,Pittsburgh,PIT
1986,National League,San Diego,SDN
1986,National League,San Francisco,SFN
1986,National League,St. Louis,SLN
1987,American League,Baltimore,BAL
1987,American League,Boston,BOS
1987,American League,California,CAL
1987,American League,Chicago,CHA
1987,American League,Cleveland,CLE
1987,American League,Detroit,DET
1987,American League,Kansas City,KCA
1987,American League,Milwaukee,MIL
1987,American League,Minnesota,MIN
1987,American League,New York,NYA
1987,American League,Oakland,OAK
1987,American League,Seattle,SEA
1987,American League,Texas,TEX
1987,American League,Toronto,TOR
1987,National League,Atlanta,ATL
1987,National League,Chicago,CHN
1987,National League,Cincinnati,CIN
1987,National League,Houston,HOU
1987,National League,Los Angeles,LAN
1987,National League,Montreal,MON
1987,National League,New York,NYN
1987,National League,Philadelphia,PHI
1987,National League,Pittsburgh,PIT
1987,National League,San Diego,SDN
1987,National League,San Francisco,SFN
1987,National League,St. Louis,SLN
1988,American League,Baltimore,BAL
1988,American League,Boston,BOS
1988,American League,California,CAL
1988,American League,Chicago,CHA
1988,American League,Cleveland,CLE
1988,American League,Detroit,DET
1988,American League,Kansas City,KCA
1988,American League,Milwaukee,MIL
1988,American League,Minnesota,MIN
1988,American League,New York,NYA
1988,American League,Oakland,OAK
1988,American League,Seattle,SEA
1988,American League,Texas,TEX
1988,American League,Toronto,TOR
1988,National League,Atlanta,ATL
1988,National League,Chicago,CHN
1988,National League,Cincinnati,CIN
1988,National League,Houston,HOU
1988,National League,Los Angeles,LAN
1988,National League,Montreal,MON
1988,National League,New York,NYN
1988,National League,Philadelphia,PHI
1988,National League,Pittsburgh,PIT
1988,National League,San Diego,SDN
1988,National League,San Francisco,SFN
1988,National League,St. Louis,SLN
1989,American League,Baltimore,BAL
1989,American League,Boston,BOS
1989,American League,California,CAL
1989,American League,Chicago,CHA
1989,American League,Cleveland,CLE
1989,American League,Detroit,DET
1989,American League,Kansas City,KCA
1989,American League,Milwaukee,MIL
1989,American League,Minnesota,MIN
1989,American League,New York,NYA
1989,American League,Oakland,OAK
1989,American League,Seattle,SEA
1989,American League,Texas,TEX
1989,American League,Toronto,TOR
1989,National League,Atlanta,ATL
1989,National League,Chicago,CHN
1989,National League,Cincinnati,CIN
1989,National League,Houston,HOU
1989,National League,Los Angeles,LAN
1989,National League,Montreal,MON
1989,National League,New York,NYN
1989,National League,Philadelphia,PHI
1989,National League,Pittsburgh,PIT
1989,National League,San Diego,SDN
1989,National League,San Francisco,SFN
1989,National League,St. Louis,SLN
1990,American League,Baltimore,BAL
1990,American League,Boston,BOS
1990,American League,California,CAL
1990,American League,Chicago,CHA
1990,American League,Cleveland,CLE
1990,American League,Detroit,DET
1990,American League,Kansas City,KCA
1990,American League,Milwaukee,MIL
1990,American League,Minnesota,MIN
1990,American League,New York,NYA
1990,American League,Oakland,OAK
1990,American League,Seattle,SEA
1990,American League,Texas,TEX
1990,American League,Toronto,TOR
1990,National League,Atlanta,ATL
1990,National League,Chicago,CHN
1990,National League,Cincinnati,CIN
1990,National League,Houston,HOU
1990,National League,Los Angeles,LAN
1990,National League,Montreal,MON
1990,National League,New York,NYN
1990,National League,Philadelphia,PHI
1990,National League,Pittsburgh,PIT
1990,National League,San Diego,SDN
1990,National League,San Francisco,SFN
1990,National League,St. Louis,SLN
1991,American League,Baltimore,BAL
1991,American League,Boston,BOS
1991,American League,California,CAL
1991,American League,Chicago,CHA
1991,American League,Cleveland,CLE
1991,American League,Detroit,DET
1991,American League,Kansas City,KCA
1991,American League,Milwaukee,MIL
1991,American League,Minnesota,MIN
1991,American League,New York,NYA
1991,American League,Oakland,OAK
1991,American League,Seattle,SEA
1991,American League,Texas,TEX
1991,American League,Toronto,TOR
1991,National League,Atlanta,ATL
1991,National League,Chicago,CHN
1991,National League,Cincinnati,CIN
1991,National League,Houston,HOU
1991,National League,Los Angeles,LAN
1991,National League,Montreal,MON
1991,National League,New York,NYN
1991,National League,Philadelphia,PHI
1991,National League,Pittsburgh,PIT
1991,National League,San Diego,SDN
1991,National League,San Francisco,SFN
1991,National League,St. Louis,SLN
1992,American League,Baltimore,BAL
1992,American League,Boston,BOS
1992,American League,California,CAL
1992,American League,Chicago,CHA
1992,American League,Cleveland,CLE
1992,American League,Detroit,DET
1992,American League,Kansas City,KCA
1992,American League,Milwaukee,MIL
1992,American League,Minnesota,MIN
1992,American League,New York,NYA
1992,American League,Oakland,OAK
1992,American League,Seattle,SEA
1992,American League,Texas,TEX
1992,American League,Toronto,TOR
1992,National League,Atlanta,ATL
1992,National League,Chicago,CHN
1992,National League,Cincinnati,CIN
1992,National League,Houston,HOU
1992,National League,Los Angeles,LAN
1992,National League,Montreal,MON
1992,National League,New York,NYN
1992,National League,Philadelphia,PHI
1992,National League,Pittsburgh,PIT
1992,National League,San Diego,SDN
1992,National League,San Francisco,SFN
1992,National League,St. Louis,SLN
1993,American League,Baltimore,BAL
1993,American League,Boston,BOS
1993,American League,California,CAL
1993,American League,Chicago,CHA
1993,American League,Cleveland,CLE
1993,American League,Detroit,DET
1993,American League,Kansas City,KCA
1993,American League,Milwaukee,MIL
1993,American League,Minnesota,MIN
1993,American League,New York,NYA
1993,American League,Oakland,OAK
1993,American League,Seattle,SEA
1993,American League,Texas,TEX
1993,American League,Toronto,TOR
1993,National League,Atlanta,ATL
1993,National League,Chicago,CHN
1993,National League,Cincinnati,CIN
1993,National League,Colorado,COL
1993,National League,Florida,FLO
1993,National League,Houston,HOU
1993,National League,Los Angeles,LAN
1993,National League,Montreal,MON
1993,National League,New York,NYN
1993,National League,Philadelphia,PHI
1993,National League,Pittsburgh,PIT
1993,National League,San Diego,SDN
1993,National League,San Francisco,SFN
1993,National League,St. Louis,SLN
1994,American League,Baltimore,BAL
1994,American League,Boston,BOS
1994,American League,California,CAL
1994,American League,Chicago,CHA
1994,American League,Cleveland,CLE
1994,American League,Detroit,DET
1994,American League,Kansas City,KCA
1994,American League,Milwaukee,MIL
1994,American League,Minnesota,MIN
1994,American League,New York,NYA
1994,American League,Oakland,OAK
1994,American League,Seattle,SEA
1994,American League,Texas,TEX
1994,American League,Toronto,TOR
1994,National League,Atlanta,ATL
1994,National League,Chicago,CHN
1994,National League,Cincinnati,CIN
1994,National League,Colorado,COL
1994,National League,Florida,FLO
1994,National League,Houston,HOU
1994,National League,Los Angeles,LAN
1994,National League,Montreal,MON
1994,National League,New York,NYN
1994,National League,Philadelphia,PHI
1994,National League,Pittsburgh,PIT
1994,National League,San Diego,SDN
1994,National League,San Francisco,SFN
1994,National League,St. Louis,SLN
1995,American League,Baltimore,BAL
1995,American League,Boston,BOS
1995,American League,California,CAL
1995,American League,Chicago,CHA
1995,American League,Cleveland,CLE
1995,American League,Detroit,DET
1995,American League,Kansas City,KCA
1995,American League,Milwaukee,MIL
1995,American League,Minnesota,MIN
1995,American League,New York,NYA
1995,American League,Oakland,OAK
1995,American League,Seattle,SEA
1995,American League,Texas,TEX
1995,American League,Toronto,TOR
1995,National League,Atlanta,ATL
1995,National League,Chicago,CHN
1995,National League,Cincinnati,CIN
1995,National League,Colorado,COL
1995,National League,Florida,FLO
1995,National League,Houston,HOU
1995,National League,Los Angeles,LAN
1995,National League,Montreal,MON
1995,National League,New York,NYN
1995,National League,Philadelphia,PHI
1995,National League,Pittsburgh,PIT
1995,National League,San Diego,SDN
1995,National League,San Francisco,SFN
1995,National League,St. Louis,SLN
1996,American League,Baltimore,BAL
1996,American League,Boston,BOS
1996,American League,California,CAL
1996,American League,Chicago,CHA
1996,American League,Cleveland,CLE
1996,American League,Detroit,DET
1996,American League,Kansas City,KCA
1996,American League,Milwaukee,MIL
1996,American League,Minnesota,MIN
1996,American League,New York,NYA
1996,American League,Oakland,OAK
1996,American League,Seattle,SEA
1996,American League,Texas,TEX
1996,American League,Toronto,TOR
1996,National League,Atlanta,ATL
1996,National League,Chicago,CHN
1996,National League,Cincinnati,CIN
1996,National League,Colorado,COL
1996,National League,Florida,FLO
1996,National League,Houston,HOU
1996,National League,Los Angeles,LAN
1996,National League,Montreal,MON
1996,National League,New York,NYN
1996,National League,Philadelphia,PHI
1996,National League,Pittsburgh,PIT
1996,National League,San Diego,SDN
1996,National League,San Francisco,SFN
1996,National League,St. Louis,SLN
1997,American League,Anaheim,ANA
1997,American League,Baltimore,BAL
1997,American League,Boston,BOS
1997,American League,Chicago,CHA
1997,American League,Cleveland,CLE
1997,American League,Detroit,DET
1997,American League,Kansas City,KCA
1997,American League,Milwaukee,MIL
1997,American League,Minnesota,MIN
1997,American League,New York,NYA
1997,American League,Oakland,OAK
1997,American League,Seattle,SEA
1997,American League,Texas,TEX
1997,American League,Toronto,TOR
1997,National League,Atlanta,ATL
1997,National League,Chicago,CHN
1997,National League,Cincinnati,CIN
1997,National League,Colorado,COL
1997,National League,Florida,FLO
1997,National League,Houston,HOU
1997,National League,Los Angeles,LAN
1997,National League,Montreal,MON
1997,National League,New York,NYN
1997,National League,Philadelphia,PHI
1997,National League,Pittsburgh,PIT
1997,National League,San Diego,SDN
1997,National League,San Francisco,SFN
1997,National League,St. Louis,SLN
1998,American League,Anaheim,ANA
1998,American League,Baltimore,BAL
1998,American League,Boston,BOS
1998,American League,Chicago,CHA
1998,American League,Cleveland,CLE
1998,American League,Detroit,DET
1998,American League,Kansas City,KCA
1998,American League,Minnesota,MIN
1998,American League,New York,NYA
1998,American League,Oakland,OAK
1998,American League,Seattle,SEA
1998,American League,Tampa Bay,TBA
1998,American League,Texas,TEX
1998,American League,Toronto,TOR
1998,National League,Arizona,ARI
1998,National League,Atlanta,ATL
1998,National League,Chicago,CHN
1998,National League,Cincinnati,CIN
1998,National League,Colorado,COL
1998,National League,Florida,FLO
1998,National League,Houston,HOU
1998,National League,Los Angeles,LAN
1998,National League,Milwaukee,MIL
1998,National League,Montreal,MON
1998,National League,New York,NYN
1998,National League,Philadelphia,PHI
1998,National League,Pittsburgh,PIT
1998,National League,San Diego,SDN
1998,National League,San Francisco,SFN
1998,National League,St. Louis,SLN
1999,American League,Anaheim,ANA
1999,American League,Baltimore,BAL
1999,American League,Boston,BOS
1999,American League,Chicago,CHA
1999,American League,Cleveland,CLE
1999,American League,Detroit,DET
1999,American League,Kansas City,KCA
1999,American League,Minnesota,MIN
1999,American League,New York,NYA
1999,American League,Oakland,OAK
1999,American League,Seattle,SEA
1999,American League,Tampa Bay,TBA
1999,American League,Texas,TEX
1999,American League,Toronto,TOR
1999,National League,Arizona,ARI
1999,National League,Atlanta,ATL
1999,National League,Chicago,CHN
1999,National League,Cincinnati,CIN
1999,National League,Colorado,COL
1999,National League,Florida,FLO
1999,National League,Houston,HOU
1999,National League,Los Angeles,LAN
1999,National League,Milwaukee,MIL
1999,National League,Montreal,MON
1999,National League,New York,NYN
1999,National League,Philadelphia,PHI
1999,National League,Pittsburgh,PIT
1999,National League,San Diego,SDN
1999,National League,San Francisco,SFN
1999,National League,St. Louis,SLN
2000,American League,Anaheim,ANA
2000,American League,Baltimore,BAL
2000,American League,Boston,BOS
2000,American League,Chicago,CHA
2000,American League,Cleveland,CLE
2000,American League,Detroit,DET
2000,American League,Kansas City,KCA
2000,American League,Minnesota,MIN
2000,American League,New York,NYA
2000,American League,Oakland,OAK
2000,American League,Seattle,SEA
2000,American League,Tampa Bay,TBA
2000,American League,Texas,TEX
2000,American League,Toronto,TOR
2000,National League,Arizona,ARI
2000,National League,Atlanta,ATL
2000,National League,Chicago,CHN
2000,National League,Cincinnati,CIN
2000,National League,Colorado,COL
2000,National League,Florida,FLO
2000,National League,Houston,HOU
2000,National League,Los Angeles,LAN
2000,National League,Milwaukee,MIL
2000,National League,Montreal,MON
2000,National League,New York,NYN
2000,National League,Philadelphia,PHI
2000,National League,Pittsburgh,PIT
2000,National League,San Diego,SDN
2000,National League,San Francisco,SFN
2000,National League,St. Louis,SLN
2001,American League,Anaheim,ANA
2001,American League,Baltimore,BAL
2001,American League,Boston,BOS
2001,American League,Chicago,CHA
2001,American League,Cleveland,CLE
2001,American League,Detroit,DET
2001,American League,Kansas City,KCA
2001,American League,Minnesota,MIN
2001,American League,New York,NYA
2001,American League,Oakland,OAK
2001,American League,Seattle,SEA
2001,American League,Tampa Bay,TBA
2001,American League,Texas,TEX
2001,American League,Toronto,TOR
2001,National League,Arizona,ARI
2001,National League,Atlanta,ATL
2001,National League,Chicago,CHN
2001,National League,Cincinnati,CIN
2001,National League,Colorado,COL
2001,National League,Florida,FLO
2001,National League,Houston,HOU
2001,National League,Los Angeles,LAN
2001,National League,Milwaukee,MIL
2001,National League,Montreal,MON
2001,National League,New York,NYN
2001,National League,Philadelphia,PHI
2001,National League,Pittsburgh,PIT
2001,National League,San Diego,SDN
2001,National League,San Francisco,SFN
2001,National League,St. Louis,SLN
2002,American League,Anaheim,ANA
2002,American League,Baltimore,BAL
2002,American League,Boston,BOS
2002,American League,Chicago,CHA
2002,American League,Cleveland,CLE
2002,American League,Detroit,DET
2002,American League,Kansas City,KCA
2002,American League,Minnesota,MIN
2002,American League,New York,NYA
2002,American League,Oakland,OAK
2002,American League,Seattle,SEA
2002,American League,Tampa Bay,TBA
2002,American League,Texas,TEX
2002,American League,Toronto,TOR
2002,National League,Arizona,ARI
2002,National League,Atlanta,ATL
2002,National League,Chicago,CHN
2002,National League,Cincinnati,CIN
2002,National League,Colorado,COL
2002,National League,Florida,FLO
2002,National League,Houston,HOU
2002,National League,Los Angeles,LAN
2002,National League,Milwaukee,MIL
2002,National League,Montreal,MON
2002,National League,New York,NYN
2002,National League,Philadelphia,PHI
2002,National League,Pittsburgh,PIT
2002,National League,San Diego,SDN
2002,National League,San Francisco,SFN
2002,National League,St. Louis,SLN
2003,American League,Anaheim,ANA
2003,American League,Baltimore,BAL
2003,American League,Boston,BOS
2003,American League,Chicago,CHA
2003,American League,Cleveland,CLE
2003,American League,Detroit,DET
2003,American League,Kansas City,KCA
2003,American League,Minnesota,MIN
2003,American League,New York,NYA
2003,American League,Oakland,OAK
2003,American League,Seattle,SEA
2003,American League,Tampa Bay,TBA
2003,American League,Texas,TEX
2003,American League,Toronto,TOR
2003,National League,Arizona,ARI
2003,National League,Atlanta,ATL
2003,National League,Chicago,CHN
2003,National League,Cincinnati,CIN
2003,National League,Colorado,COL
2003,National League,Florida,FLO
2003,National League,Houston,HOU
2003,National League,Los Angeles,LAN
2003,National League,Milwaukee,MIL
2003,National League,Montreal,MON
2003,National League,New York,NYN
2003,National League,Philadelphia,PHI
2003,National League,Pittsburgh,PIT
2003,National League,San Diego,SDN
2003,National League,San Francisco,SFN
2003,National League,St. Louis,SLN
2004,American League,Anaheim,ANA
2004,American League,Baltimore,BAL
2004,American League,Boston,BOS
2004,American League,Chicago,CHA
2004,American League,Cleveland,CLE
2004,American League,Detroit,DET
2004,American League,Kansas City,KCA
2004,American League,Minnesota,MIN
2004,American League,New York,NYA
2004,American League,Oakland,OAK
2004,American League,Seattle,SEA
2004,American League,Tampa Bay,TBA
2004,American League,Texas,TEX
2004,American League,Toronto,TOR
2004,National League,Arizona,ARI
2004,National League,Atlanta,ATL
2004,National League,Chicago,CHN
2004,National League,Cincinnati,CIN
2004,National League,Colorado,COL
2004,National League,Florida,FLO
2004,National League,Houston,HOU
2004,National League,Los Angeles,LAN
2004,National League,Milwaukee,MIL
2004,National League,Montreal,MON
2004,National League,New York,NYN
2004,National League,Philadelphia,PHI
2004,National League,Pittsburgh,PIT
2004,National League,San Diego,SDN
2004,National League,San Francisco,SFN
2004,National League,St. Louis,SLN
2005,American League,Baltimore,BAL
2005,American League,Boston,BOS
2005,American League,Chicago,CHA
2005,American League,Cleveland,CLE
2005,American League,Detroit,DET
2005,American League,Kansas City,KCA
2005,American League,Los Angeles,ANA
2005,American League,Minnesota,MIN
2005,American League,New York,NYA
2005,American League,Oakland,OAK
2005,American League,Seattle,SEA
2005,American League,Tampa Bay,TBA
2005,American League,Texas,TEX
2005,American League,Toronto,TOR
2005,National League,Arizona,ARI
2005,National League,Atlanta,ATL
2005,National League,Chicago,CHN
2005,National League,Cincinnati,CIN
2005,National League,Colorado,COL
2005,National League,Florida,FLO
2005,National League,Houston,HOU
2005,National League,Los Angeles,LAN
2005,National League,Milwaukee,MIL
2005,National League,New York,NYN
2005,National League,Philadelphia,PHI
2005,National League,Pittsburgh,PIT
2005,National League,San Diego,SDN
2005,National League,San Francisco,SFN
2005,National League,St. Louis,SLN
2005,National League,Washington,WAS
2006,American League,Baltimore,BAL
2006,American League,Boston,BOS
2006,American League,Chicago,CHA
2006,American League,Cleveland,CLE
2006,American League,Detroit,DET
2006,American League,Kansas City,KCA
2006,American League,Los Angeles,ANA
2006,American League,Minnesota,MIN
2006,American League,New York,NYA
2006,American League,Oakland,OAK
2006,American League,Seattle,SEA
2006,American League,Tampa Bay,TBA
2006,American League,Texas,TEX
2006,American League,Toronto,TOR
2006,National League,Arizona,ARI
2006,National League,Atlanta,ATL
2006,National League,Chicago,CHN
2006,National League,Cincinnati,CIN
2006,National League,Colorado,COL
2006,National League,Florida,FLO
2006,National League,Houston,HOU
2006,National League,Los Angeles,LAN
2006,National League,Milwaukee,MIL
2006,National League,New York,NYN
2006,National League,Philadelphia,PHI
2006,National League,Pittsburgh,PIT
2006,National League,San Diego,SDN
2006,National League,San Francisco,SFN
2006,National League,St. Louis,SLN
2006,National League,Washington,WAS
2007,American League,Baltimore,BAL
2007,American League,Boston,BOS
2007,American League,Chicago,CHA
2007,American League,Cleveland,CLE
2007,American League,Detroit,DET
2007,American League,Kansas City,KCA
2007,American League,Los Angeles,ANA
2007,American League,Minnesota,MIN
2007,American League,New York,NYA
2007,American League,Oakland,OAK
2007,American League,Seattle,SEA
2007,American League,Tampa Bay,TBA
2007,American League,Texas,TEX
2007,American League,Toronto,TOR
2007,National League,Arizona,ARI
2007,National League,Atlanta,ATL
2007,National League,Chicago,CHN
2007,National League,Cincinnati,CIN
2007,National League,Colorado,COL
2007,National League,Florida,FLO
2007,National League,Houston,HOU
2007,National League,Los Angeles,LAN
2007,National League,Milwaukee,MIL
2007,National League,New York,NYN
2007,National League,Philadelphia,PHI
2007,National League,Pittsburgh,PIT
2007,National League,San Diego,SDN
2007,National League,San Francisco,SFN
2007,National League,St. Louis,SLN
2007,National League,Washington,WAS
2008,American League,Baltimore,BAL
2008,American League,Boston,BOS
2008,American League,Chicago,CHA
2008,American League,Cleveland,CLE
2008,American League,Detroit,DET
2008,American League,Kansas City,KCA
2008,American League,Los Angeles,ANA
2008,American League,Minnesota,MIN
2008,American League,New York,NYA
2008,American League,Oakland,OAK
2008,American League,Seattle,SEA
2008,American League,Tampa Bay,TBA
2008,American League,Texas,TEX
2008,American League,Toronto,TOR
2008,National League,Arizona,ARI
2008,National League,Atlanta,ATL
2008,National League,Chicago,CHN
2008,National League,Cincinnati,CIN
2008,National League,Colorado,COL
2008,National League,Florida,FLO
2008,National League,Houston,HOU
2008,National League,Los Angeles,LAN
2008,National League,Milwaukee,MIL
2008,National League,New York,NYN
2008,National League,Philadelphia,PHI
2008,National League,Pittsburgh,PIT
2008,National League,San Diego,SDN
2008,National League,San Francisco,SFN
2008,National League,St. Louis,SLN
2008,National League,Washington,WAS
2009,American League,Baltimore,BAL
2009,American League,Boston,BOS
2009,American League,Chicago,CHA
2009,American League,Cleveland,CLE
2009,American League,Detroit,DET
2009,American League,Kansas City,KCA
2009,American League,Los Angeles,ANA
2009,American League,Minnesota,MIN
2009,American League,New York,NYA
2009,American League,Oakland,OAK
2009,American League,Seattle,SEA
2009,American League,Tampa Bay,TBA
2009,American League,Texas,TEX
2009,American League,Toronto,TOR
2009,National League,Arizona,ARI
2009,National League,Atlanta,ATL
2009,National League,Chicago,CHN
2009,National League,Cincinnati,CIN
2009,National League,Colorado,COL
2009,National League,Florida,FLO
2009,National League,Houston,HOU
2009,National League,Los Angeles,LAN
2009,National League,Milwaukee,MIL
2009,National League,New York,NYN
2009,National League,Philadelphia,PHI
2009,National League,Pittsburgh,PIT
2009,National League,San Diego,SDN
2009,National League,San Francisco,SFN
2009,National League,St. Louis,SLN
2009,National League,Washington,WAS
2010,American League,Baltimore,BAL
2010,American League,Boston,BOS
2010,American League,Chicago,CHA
2010,American League,Cleveland,CLE
2010,American League,Detroit,DET
2010,American League,Kansas City,KCA
2010,American League,Los Angeles,ANA
2010,American League,Minnesota,MIN
2010,American League,New York,NYA
2010,American League,Oakland,OAK
2010,American League,Seattle,SEA
2010,American League,Tampa Bay,TBA
2010,American League,Texas,TEX
2010,American League,Toronto,TOR
2010,National League,Arizona,ARI
2010,National League,Atlanta,ATL
2010,National League,Chicago,CHN
2010,National League,Cincinnati,CIN
2010,National League,Colorado,COL
2010,National League,Florida,FLO
2010,National League,Houston,HOU
2010,National League,Los Angeles,LAN
2010,National League,Milwaukee,MIL
2010,National League,New York,NYN
2010,National League,Philadelphia,PHI
2010,National League,Pittsburgh,PIT
2010,National League,San Diego,SDN
2010,National League,San Francisco,SFN
2010,National League,St. Louis,SLN
2010,National League,Washington,WAS
2011,American League,Baltimore,BAL
2011,American League,Boston,BOS
2011,American League,Chicago,CHA
2011,American League,Cleveland,CLE
2011,American League,Detroit,DET
2011,American League,Kansas City,KCA
2011,American League,Los Angeles,ANA
2011,American League,Minnesota,MIN
2011,American League,New York,NYA
2011,American League,Oakland,OAK
2011,American League,Seattle,SEA
2011,American League,Tampa Bay,TBA
2011,American League,Texas,TEX
2011,American League,Toronto,TOR
2011,National League,Arizona,ARI
2011,National League,Atlanta,ATL
2011,National League,Chicago,CHN
2011,National League,Cincinnati,CIN
2011,National League,Colorado,COL
2011,National League,Florida,FLO
2011,National League,Houston,HOU
2011,National League,Los Angeles,LAN
2011,National League,Milwaukee,MIL
2011,National League,New York,NYN
2011,National League,Philadelphia,PHI
2011,National League,Pittsburgh,PIT
2011,National League,San Diego,SDN
2011,National League,San Francisco,SFN
2011,National League,St. Louis,SLN
2011,National League,Washington,WAS
2012,American League,Baltimore,BAL
2012,American League,Boston,BOS
2012,American League,Chicago,CHA
2012,American League,Cleveland,CLE
2012,American League,Detroit,DET
2012,American League,Kansas City,KCA
2012,American League,Los Angeles,ANA
2012,American League,Minnesota,MIN
2012,American League,New York,NYA
2012,American League,Oakland,OAK
2012,American League,Seattle,SEA
2012,American League,Tampa Bay,TBA
2012,American League,Texas,TEX
2012,American League,Toronto,TOR
2012,National League,Arizona,ARI
2012,National League,Atlanta,ATL
2012,National League,Chicago,CHN
2012,National League,Cincinnati,CIN
2012,National League,Colorado,COL
